Category,Message
spam,"Classification : Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
ham,"Classification : I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,Classification : I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,Classification : Have you not finished work yet or something?
ham,Classification : Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,Classification : Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,Classification : Right it wasnt you who phoned it was someone with a number like yours!
ham,Classification : It's ok i wun b angry. Msg u aft i come home tonight.
ham,Classification : I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,Classification : Yo sorry was in the shower sup
ham,"Classification : Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Classification : Full heat pa:-) i have applyed oil pa.
ham,Classification : I'm stuck in da middle of da row on da right hand side of da lt...
ham,Classification : Have you laid your airtel line to rest?
ham,Classification : Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
spam,Classification : FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,"Classification : Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
ham,Classification : And I don't plan on staying the night but I prolly won't be back til late
ham,Classification : THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,"Classification : I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,"Classification : Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
ham,Classification : Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,Classification : We live in the next  &lt;#&gt; mins
ham,Classification : Y de asking like this.
ham,Classification : Just glad to be talking to you.
ham,Classification : Wat time ü finish?
ham,Classification : Sorry da. I gone mad so many pending works what to do.
ham,Classification : How much you got for cleaning
ham,Classification : hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,Classification : Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,Classification : Ü called dad oredi...
ham,Classification : Good. do you think you could send me some pix? I would love to see your top and bottom...
ham,Classification : Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,"Classification : Sorry, I'll call later In meeting."
ham,Classification : THIS IS A LONG FUCKIN SHOWR
ham,"Classification : Received, understood n acted upon!"
ham,Classification : They finally came to fix the ceiling.
ham,"Classification : U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
ham,Classification : Jus finish blowing my hair. U finish dinner already?
ham,Classification : I'm on the bus. Love you
ham,Classification : Lol ... I knew that .... I saw him in the dollar store
spam,Classification : Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam,Classification : Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,Classification : Only saturday and sunday holiday so its very difficult:)
ham,Classification : Everybody had fun this evening. Miss you.
ham,"Classification : Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,"Classification : I'm in a meeting, call me later at"
ham,Classification : Oh wow thats gay. Will firmware update help
ham,Classification : These won't do. Have to move on to morphine
ham,Classification : How come i din c ü... Yup i cut my hair...
ham,Classification : K k pa Had your lunch aha.
ham,Classification : Oh ho. Is this the first time u use these type of words
ham,Classification : Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,Classification : Of course. I guess god's just got me on hold right now.
ham,Classification : Do you hide anythiing or keeping distance from me
ham,Classification : Havent.
spam,Classification : You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,Classification : Sorry i din lock my keypad.
ham,Classification : Did u got that persons story
ham,Classification : Are you planning to come chennai?
spam,Classification : We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
ham,Classification : God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,Classification : We are okay. Going to sleep now. Later
ham,"Classification : Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,"Classification : Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
spam,Classification : A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
ham,Classification : Where r e meeting tmr?
ham,Classification : Lol yes. But it will add some spice to your day.
ham,Classification : Hope you are having a great day.
ham,Classification : Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,"Classification : K, I'll work something out"
spam,Classification : PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,Classification : This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,Classification : I cant pick the phone right now. Pls send a message
ham,Classification : You call him and tell now infront of them. Call him now.
ham,Classification : Ok no prob...
ham,Classification : Ladies first and genus second k .
ham,Classification : No. Yes please. Been swimming?
ham,Classification : Mum not going robinson already.
ham,Classification : Ok set let u noe e details later...
ham,Classification : Not..tel software name..
ham,Classification : I send the print  outs da.
ham,Classification : IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
ham,"Classification : When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
ham,"Classification : I didnt get ur full msg..sometext is missing, send it again"
ham,"Classification : Probably not, I'm almost out of gas and I get some cash tomorrow"
spam,"Classification : Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,Classification : I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
ham,Classification : I'm leaving my house now.
spam,"Classification : Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,Classification : Ü ready then call me...
ham,Classification : Wewa is 130. Iriver 255. All 128 mb.
ham,Classification : It is a good thing I'm now getting the connection to bw
ham,Classification : Sry da..jst nw only i came to home..
ham,"Classification : That's cool he'll be here all night, lemme know when you're around"
ham,Classification : Are you staying in town ?
ham,"Classification : Haha yeah, 2 oz is kind of a shitload"
ham,Classification : Ok u can take me shopping when u get paid =D
ham,"Classification : My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,"Classification : Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,Classification : But pls dont play in others life.
ham,Classification : Eatin my lunch...
ham,Classification : Hmmm.but you should give it on one day..
ham,"Classification : Didn't try, g and I decided not to head out"
ham,Classification : Ok no prob
ham,Classification : Surly ill give it to you:-) while coming to review.
ham,"Classification : By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,Classification : Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Classification : Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
spam,"Classification : URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,Classification : A guy who gets used but is too dumb to realize it.
ham,"Classification : Okey dokey, i‘ll be over in a bit just sorting some stuff out."
ham,Classification : Don no da:)whats you plan?
ham,Classification : Yes fine
spam,"Classification : WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,Classification : I liked the new mobile
ham,Classification : Anytime...
ham,Classification : Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,Classification : Yar but they say got some error.
ham,Classification : Hey anyway i have to :-)
ham,Classification : Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,Classification : Wif my family booking tour package.
ham,"Classification : Did you say bold, then torch later. Or one torch and 2bold?"
ham,"Classification : Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,Classification : Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Classification : Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,Classification : Thats cool princess! I will cover your face in hot sticky cum :)
ham,Classification : Big brother‘s really scraped the barrel with this shower of social misfits
ham,Classification : Oops i thk i dun haf enuff... I go check then tell ü..
ham,Classification : S:)8 min to go for lunch:)
ham,"Classification : Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,"Classification : K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,Classification : My uncles in Atlanta. Wish you guys a great semester.
ham,"Classification : Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,Classification : Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
ham,"Classification : Yup. Anything lor, if u dun wan it's ok..."
ham,"Classification : I'm home, my love ... If your still awake ... *loving kiss*"
ham,Classification : HELLO PEACH! MY CAKE TASTS LUSH!
spam,"Classification : FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,"Classification : There'll be a minor shindig at my place later tonight, you interested?"
ham,Classification : Jason says it's cool if we pick some up from his place in like an hour
spam,"Classification : Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,Classification : I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham,Classification : I've reached already.
ham,Classification : I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,Classification : K:)eng rocking in ashes:)
ham,Classification : Wat time r ü going to xin's hostel?
ham,Classification : Good Morning my Dear Shijutta........... Have a great &amp; successful day.
spam,Classification : Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Classification : Oh k:)after that placement there ah?
ham,"Classification : Not for possession, especially not first offense"
ham,"Classification : Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,Classification : I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
ham,Classification : We have pizza if u want
ham,"Classification : I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
ham,Classification : Many more happy returns of the day. I wish you happy birthday.
ham,Classification : Ya very nice. . .be ready on thursday
ham,Classification : I am in hospital da. . I will return home in evening
ham,Classification : Thinking of u ;) x
spam,Classification : Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Classification : Orh i tot u say she now still dun believe.
ham,"Classification : When you just put in the + sign, choose my number and the pin will show. Right?"
ham,Classification : The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,Classification : Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,"Classification : If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
spam,Classification : Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,Classification : Well boy am I glad G wasted all night at applebees for nothing
spam,Classification : Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,Classification : Ok lor... Or u wan me go look 4 u?
ham,Classification : U wan 2 haf lunch i'm in da canteen now.
ham,Classification : Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,"Classification : hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
spam,Classification : URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,Classification : Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
ham,Classification : I'm home. Doc gave me pain meds says everything is fine.
ham,Classification : It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
ham,Classification : Me too! Have a lovely night xxx
ham,Classification : Prepare to be pleasured :)
ham,Classification : Hi.:)technical support.providing assistance to us customer through call and email:)
ham,Classification : if you text on your way to cup stop that should work. And that should be BUS
ham,Classification : Whens your radio show?
spam,Classification : Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
ham,Classification : I'm not sure if its still available though
ham,Classification : watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,Classification : CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,Classification : Hi..i got the money da:)
ham,"Classification : Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Classification : Ok then u tell me wat time u coming later lor.
ham,Classification : U repeat e instructions again. Wat's e road name of ur house?
ham,"Classification : So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,Classification : Quite lor. But dun tell him wait he get complacent...
ham,Classification : Sorry completely forgot * will pop em round this week if your still here?
ham,Classification : U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,Classification : O we cant see if we can join denis and mina? Or does denis want alone time
ham,Classification : Sen told that he is going to join his uncle finance in cbe
ham,Classification : Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke
ham,"Classification : Call me, i am senthil from hsbc."
ham,"Classification : Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,Classification : Indeed and by the way it was either or - not both !
spam,"Classification : Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
ham,Classification : Holy living christ what is taking you so long
ham,Classification : Ü thk of wat to eat tonight.
ham,"Classification : Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,Classification : We're on the opposite side from where we dropped you off
ham,Classification : Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,Classification : Send me your resume:-)
ham,Classification : Gd luck 4 ur exams :-)
ham,Classification : Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,Classification : Sorry that was my uncle. I.ll keep in touch
ham,Classification : Saw Guys and Dolls last night with Patrick Swayze it was great
spam,Classification : URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
spam,Classification : Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
ham,Classification : Just come home. I don't want u to be miserable
ham,Classification : I dont know why she.s not getting your messages
ham,"Classification : its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,"Classification : The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,Classification : Reverse is cheating. That is not mathematics.
ham,Classification : How do you plan to manage that
ham,"Classification : Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
ham,Classification : Sorry for the delay. Yes masters
ham,Classification : Call me when u finish then i come n pick u.
spam,Classification : PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,Classification : What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
ham,"Classification : Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
ham,"Classification : Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Classification : E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,"Classification : fyi I'm at usf now, swing by the room whenever"
ham,Classification : i can call in  &lt;#&gt;  min if thats ok
ham,Classification : Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Classification : Ü no home work to do meh...
ham,Classification : Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,Classification : Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,Classification : How's ur paper?
ham,Classification : Got smaller capacity one? Quite ex...
spam,Classification : Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,Classification : Im good! I have been thinking about you...
spam,Classification : u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,Classification : :-) :-)
ham,Classification : Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,Classification : I am going to sleep. I am tired of travel.
ham,"Classification : Haha, just what I was thinkin"
ham,Classification : Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,Classification : Lol no. Just trying to make your day a little more interesting
ham,"Classification : How long before you get reply, just defer admission til next semester"
ham,"Classification : The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)"
ham,Classification : Po de :-):):-):-):-). No need job aha.
ham,Classification : Rats. Hey did u ever vote for the next themes?
spam,"Classification : New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
ham,Classification : I hope your pee burns tonite.
ham,"Classification : OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
ham,Classification : Yay can't wait to party together!
ham,Classification : ....photoshop makes my computer shut down.
ham,Classification : All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
ham,Classification : That's one of the issues but california is okay. No snow so its manageable
spam,Classification : PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
ham,"Classification : Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,"Classification : Awesome, that gonna be soon or later tonight?"
ham,Classification : I need details about that online job.
spam,Classification : YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
ham,Classification : Missing you too.pray inshah allah
ham,Classification : Pls help me tell Ashley that i cant find her number oh
ham,Classification : I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,Classification : S.this will increase the chance of winning.
ham,Classification : either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,Classification : Maybe you should find something else to do instead???
ham,Classification : Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,Classification : I liked your new house
ham,Classification : I'm fine. Hope you are also
ham,"Classification : Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,Classification : Same to u...
ham,Classification : yes baby! I need to stretch open your pussy!
ham,Classification : Thanks  and ! Or bomb and date as my phone wanted to say!
ham,Classification : Ok...
ham,"Classification : Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
ham,"Classification : Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
ham,Classification : Nokia phone is lovly..
spam,Classification : **FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
spam,Classification : Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,Classification : Sorry da..today i wont come to play..i have driving clas..
ham,Classification : I'm really sorry I lit your hair on fire
ham,"Classification : Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
ham,Classification : Okey dokey swashbuckling stuff what oh.
ham,"Classification : Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Classification : 1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham,Classification : Dip's cell dead. So i m coming with him. U better respond else we shall come back.
ham,Classification : Well. You know what i mean. Texting
ham,Classification : Hi dis is yijue i would be happy to work wif ü all for gek1510...
ham,Classification : Lol! Oops sorry! Have fun.
ham,Classification : Wat happened to the cruise thing
ham,"Classification : I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
spam,Classification : lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,Classification : The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
spam,Classification : No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Classification : Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,Classification : alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,Classification : When/where do I pick you up
ham,Classification : As usual u can call me ard 10 smth.
ham,"Classification : New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Classification : For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,Classification : Poor girl can't go one day lmao
ham,Classification : Or just do that 6times
spam,Classification : Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,Classification : You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,"Classification : Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,Classification : Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Classification : Its worse if if uses half way then stops. Its better for him to complete it.
ham,Classification : Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,Classification : Send me the new number
ham,Classification : Convey my regards to him
spam,Classification : Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,Classification : 2 and half years i missed your friendship:-)
ham,Classification : I cant pick the phone right now. Pls send a message
ham,Classification : Oh for fuck's sake she's in like tallahassee
ham,"Classification : Haha, that was the first person I was gonna ask"
spam,"Classification : ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,Classification : Taka lor. Wat time u wan 2 come n look 4 us?
spam,Classification : * FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
ham,Classification : I;m reaching in another 2 stops.
ham,"Classification : no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
spam,Classification : Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
ham,Classification : Will you come online today night
ham,Classification : Then anything special?
ham,"Classification : I'm in solihull, | do you want anything?"
ham,Classification : Will do. Have a good day
ham,Classification : WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,Classification : Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,Classification : I am on the way to tirupur.
spam,"Classification : Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
ham,Classification : You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham,Classification : We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
ham,"Classification : Just dropped em off, omw back now"
spam,"Classification : This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,Classification : Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Classification : Re your call; You didn't see my facebook huh?
ham,"Classification : G says you never answer your texts, confirm/deny"
ham,"Classification : Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
ham,Classification : Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Classification : Oh yah... We never cancel leh... Haha
ham,Classification : We can go 4 e normal pilates after our intro...
ham,Classification : Ok... Let u noe when i leave my house.
ham,"Classification : Oh yes, why is it like torture watching england?"
ham,Classification : Wanna do some art?! :D
ham,Classification : Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
spam,"Classification : Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
spam,"Classification : Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,"Classification : Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,Classification : Match started.india  &lt;#&gt;  for 2
ham,Classification : Once free call me sir.
ham,Classification : Hey do you want anything to buy:)
ham,"Classification : Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,Classification : K..k.:)congratulation ..
ham,Classification : G wants to know where the fuck you are
